time,level,y,x,air,shum,omega,hgt,uwnd,vwnd,source_file,id1,id2
1851024.0,200.0,2824281.0,5194078.0,217.32968,3.684e-05,-0.06388092,12055.094,37.855743,18.640274,all_155036.0_20110302.csv,,
1899576.0,875.0,4187727.0,4804522.5,288.10352,0.003598493,0.082686424,1249.3538,-2.5376587,-2.6244965,all_785585.0_20160914.csv,,
1952016.0,875.0,4350042.0,5096689.0,298.97388,0.0064186743,0.09270096,1242.7798,11.574554,-2.4263458,all_17842.0_20220908.csv,,
1827672.0,100.0,3895560.0,4382503.5,212.3107,9.610001e-06,-0.0005694032,16621.512,-1.1435766,7.5725403,all_494163.0_20080702.csv,,
1951992.0,150.0,4025412.0,4350040.5,210.41127,2.0171181e-05,0.041789055,14249.297,21.119583,9.636749,all_17689.0_20220907.csv,,
1800888.0,750.0,3928023.0,5356393.0,282.04224,0.00356,-0.092520714,2460.3157,2.04805,1.2145233,all_96409.0_20050612.csv,,
1864032.0,750.0,3960486.0,5194078.0,288.39697,0.00191,0.3761282,2558.9124,5.434616,-3.7246094,all_662999.0_20120825.csv,,
1776072.0,800.0,3798171.0,5388856.0,287.94995,0.005250719,0.11282444,2025.25,8.2739105,-9.58577,all_566701.0_20020813.csv,,
1825728.0,775.0,3278763.0,5583634.0,269.93683,0.0032308835,-0.2916937,2282.0635,1.4907074,-3.9532928,all_252695.0_20080412.csv,,
1879512.0,550.0,3992949.0,5421319.0,264.21143,0.00234,-0.12457085,5043.422,6.6707764,8.527512,all_368711.0_20140601.csv,,
1864824.0,400.0,4285116.0,5064226.0,249.00977,0.000302,0.07432842,7469.1914,4.040039,-7.874283,all_779830.0_20120927.csv,,
1888536.0,350.0,2889207.0,5064226.0,247.00734,6.1000002e-05,0.19787216,8515.039,13.303543,-7.5852356,all_239202.0_20150612.csv,,
1907448.0,400.0,3928023.0,4317577.5,251.4184,0.000892,-0.11775303,7547.1094,-2.2595978,-0.6947937,all_248113.0_20170808.csv,,
1864368.0,900.0,3895560.0,5259004.0,296.3872,0.004804523,-0.074463844,1064.8491,1.7234802,-0.61380005,all_728393.0_20120908.csv,,
1935336.0,125.0,3603393.0,5291467.0,207.4112,1.13757305e-05,-0.015992165,15134.797,32.15216,-0.9507446,all_312723.0_20201013.csv,,
1811352.0,600.0,4122801.0,4934374.5,274.81616,0.002135,0.025182724,4451.839,0.13668823,8.895935,all_284692.0_20060822.csv,,
1929552.0,200.0,3181374.0,4382503.5,221.19977,1.3100001e-05,0.008403778,11928.289,5.8561707,-15.295212,all_677379.0_20200215.csv,,
1935336.0,950.0,4350042.0,4739596.5,287.8745,0.0036659979,-0.12282848,593.1465,5.34787,1.0179749,all_312645.0_20201013.csv,,
1873008.0,200.0,4285116.0,4901911.5,219.96672,5.9345202e-05,-0.01807785,12313.336,15.569122,31.318848,all_711084.0_20130903.csv,,
1952280.0,450.0,3473541.0,5973190.0,260.65747,1.0000003e-12,-0.16227627,6687.9766,17.441727,5.6252747,all_66226.0_20220919.csv,,
1952040.0,550.0,4512357.0,4577281.5,266.2845,0.001009,0.451725,5065.4844,9.711319,-15.084946,all_17598.0_20220909.csv,,
1828008.0,500.0,3765708.0,4220188.5,265.70428,0.000422,0.009860992,5862.883,13.4965515,7.8504486,all_556598.0_20080716.csv,,
1881168.0,450.0,4090338.0,4544818.5,257.07794,0.00032,0.15795612,6643.0586,9.674988,2.8877258,all_551207.0_20140809.csv,,
1908792.0,150.0,4220190.0,4772059.5,223.84837,4.854577e-06,0.050584555,13686.617,2.5014954,-11.493088,all_298281.0_20171003.csv,,
1863480.0,150.0,4285116.0,5031763.0,218.79562,1.953274e-05,0.009896815,14101.727,23.548126,7.127884,all_599536.0_20120802.csv,,
1835904.0,250.0,3116448.0,4577281.5,223.21404,5.9048612e-05,0.13908672,10626.711,6.988205,-16.131851,all_392394.0_20090610.csv,,
1783080.0,100.0,3473541.0,5583634.0,208.26004,1.3704582e-05,0.068440855,16542.137,2.761217,1.9185791,all_423599.0_20030601.csv,,
1899672.0,150.0,2921670.0,6135505.0,210.81561,2.2446562e-05,-0.015576363,14158.441,33.378357,12.518295,all_785758.0_20160918.csv,,
1785600.0,825.0,3473541.0,5259004.0,287.02808,0.002647501,-0.04068756,1802.6843,2.4067688,-1.924881,all_832867.0_20030914.csv,,
1881696.0,300.0,4187727.0,4966837.0,230.93188,0.00017342399,-0.06263161,9360.012,16.070618,9.186462,all_603629.0_20140831.csv,,
1947624.0,775.0,3960486.0,5908264.0,257.99225,0.00115,0.058790207,2193.8125,3.0979156,-7.864395,all_522395.0_20220309.csv,,
1818360.0,775.0,3960486.0,5356393.0,285.1609,0.0049944352,-0.26843166,2263.9778,8.182953,5.1110992,all_417669.0_20070610.csv,,
1801248.0,125.0,4155264.0,5388856.0,219.37967,8.401008e-06,-0.05089295,15100.176,9.179382,7.9227295,all_131536.0_20050627.csv,,
1930248.0,100.0,4220190.0,4836985.5,213.4048,1.297265e-06,-0.06521523,15964.133,21.389599,0.04319763,all_755182.0_20200315.csv,,
1855752.0,175.0,3830634.0,5259004.0,217.64818,3.350798e-05,-0.037264824,13021.156,8.261459,-12.449188,all_740454.0_20110915.csv,,
1863672.0,300.0,3246300.0,4836985.5,240.77693,2.6000002e-05,-0.018265724,9777.762,1.9923248,12.0486145,all_599421.0_20120810.csv,,
1917072.0,125.0,3928023.0,4252651.5,219.88103,4.1710637e-06,-0.05348289,14980.176,20.307373,6.899826,all_747250.0_20180913.csv,,
1927824.0,100.0,4544820.0,4382503.5,221.53252,2.3009104e-06,0.008192956,16112.754,12.375869,7.884369,all_824964.0_20191205.csv,,
1820928.0,975.0,4285116.0,4934374.5,289.82324,0.0043440335,0.1548214,367.69775,5.5549316,-1.9390564,all_859575.0_20070925.csv,,
1803216.0,950.0,3992949.0,5323930.0,298.35596,0.005724023,-0.08565235,481.2881,4.3661804,5.2712555,all_555899.0_20050917.csv,,
1949664.0,700.0,3311226.0,5681023.0,283.78635,0.004436,-0.029441833,3111.8562,5.163452,-1.1414337,all_692610.0_20220602.csv,,
1829928.0,750.0,4252653.0,4966837.0,280.48413,0.00498,0.07281208,2444.73,1.7003021,5.424057,all_914963.0_20081004.csv,,
1888488.0,200.0,3895560.0,4285114.5,215.00992,3.04e-05,0.04674816,12244.902,8.669174,15.263123,all_268967.0_20150610.csv,,
1862712.0,225.0,4122801.0,4512355.5,222.12025,6.07e-05,0.017202377,11358.754,21.34607,39.05374,all_485187.0_20120701.csv,,
1828392.0,225.0,3928023.0,4447429.5,227.53339,2.5063295e-05,-0.061893463,11545.773,24.671463,16.204712,all_622995.0_20080801.csv,,
1941648.0,900.0,4642209.0,4609744.5,294.82422,0.012123731,0.007306099,1021.17285,3.5370636,-1.106842,all_410117.0_20210703.csv,,
1870728.0,350.0,3051522.0,4414966.5,245.32858,0.000263,0.092375755,8525.477,18.0186,-5.1757507,all_334889.0_20130531.csv,,
1815336.0,800.0,2824281.0,6232894.0,274.89136,0.00104,0.30412388,2019.2749,8.4513855,1.1677399,all_87902.0_20070204.csv,,
1961184.0,200.0,4317579.0,4642207.5,214.354,3.879708e-05,-0.13956547,12060.332,36.968704,17.042847,all_642558.0_20230925.csv,,
1785096.0,975.0,4090338.0,4772059.5,300.2058,0.008182539,-0.085045815,329.3205,3.1460114,5.5575867,all_689216.0_20030824.csv,,
1820616.0,500.0,3992949.0,4642207.5,265.57227,0.00025800001,0.18318653,5885.246,3.5908966,-0.01864624,all_859211.0_20070912.csv,,
1926984.0,200.0,2661966.0,4707133.5,218.51091,4.5e-05,0.018784523,12156.559,22.5224,7.13266,all_715294.0_20191031.csv,,
1820256.0,650.0,3928023.0,5291467.0,279.22488,0.00408,-0.29987144,3746.017,6.4584503,3.9312286,all_720332.0_20070828.csv,,
1871544.0,875.0,4187727.0,5356393.0,302.01,0.00901,-0.11785126,1234.6572,3.6386871,-3.0118256,all_473346.0_20130704.csv,,
1810320.0,275.0,4090338.0,4479892.5,229.44331,9.78e-05,0.036831856,10147.0,13.130264,6.6743774,all_82817.0_20060710.csv,,
1944384.0,450.0,3473541.0,5226541.0,257.5011,0.002107,0.31652927,6528.707,26.068726,1.2793274,all_759177.0_20211025.csv,,
1916568.0,225.0,3960486.0,5194078.0,226.38927,5.4802356e-05,-0.06939983,11409.902,15.393387,20.108292,all_627037.0_20180823.csv,,
1865760.0,925.0,4155264.0,4285114.5,287.2867,0.00895784,-0.18028069,874.05664,4.5482483,3.6365967,all_911753.0_20121105.csv,,
1863984.0,875.0,4317579.0,5129152.0,294.47778,0.005661041,-0.2570572,1236.8396,4.12088,-0.3352356,all_663481.0_20120823.csv,,
1812024.0,600.0,3311226.0,4642207.5,271.96255,0.002615,0.033870697,4409.198,4.1061096,0.5169525,all_426414.0_20060919.csv,,
1935288.0,150.0,4544820.0,4414966.5,224.23036,4.2567813e-06,0.05997795,13606.16,35.439224,-4.652176,all_312620.0_20201011.csv,,
1943208.0,225.0,3928023.0,5129152.0,224.24693,5.0700004e-05,0.062475204,11632.0625,15.858322,-8.591675,all_636684.0_20210906.csv,,
1847112.0,925.0,3863097.0,4999300.0,301.13867,0.00212,0.039821625,694.3054,6.710617,4.3306885,all_757572.0_20100920.csv,,
1899168.0,975.0,4447431.0,4642207.5,297.3025,0.007904242,0.193488,266.37952,7.5729065,0.38049316,all_667277.0_20160828.csv,,
1908408.0,800.0,2564577.0,5421319.0,294.5116,0.0081204185,0.2074728,2034.5496,2.232788,4.3873444,all_248620.0_20170917.csv,,
1865280.0,300.0,4155264.0,5064226.0,230.8896,0.000123,0.34741688,9368.719,30.4189,-22.32605,all_868577.0_20121016.csv,,
1776432.0,450.0,3928023.0,5875801.0,255.25824,0.000724,0.29193115,6650.8906,9.177176,2.9186401,all_566748.0_20020828.csv,,
1886256.0,125.0,3116448.0,6232894.0,214.7671,4.9427167e-06,0.018312335,14917.27,19.812641,2.4282837,all_31824.0_20150309.csv,,
1777008.0,150.0,3181374.0,6200431.0,212.61685,2.1701506e-05,-0.03566909,14061.863,19.13182,-0.28933716,all_713904.0_20020921.csv,,
1865232.0,1000.0,4187727.0,4901911.5,292.48163,0.008616703,0.007382393,157.38759,4.9176483,-0.5296936,all_868342.0_20121014.csv,,
1863192.0,500.0,4350042.0,4642207.5,259.95502,0.00074,0.26874065,5762.125,10.193359,8.215805,all_535231.0_20120721.csv,,
1908168.0,500.0,4512357.0,5096689.0,264.54425,0.002188,0.021284103,5907.543,11.476517,-10.401764,all_187240.0_20170907.csv,,
1811376.0,300.0,3765708.0,5129152.0,234.89888,0.000127,-0.09003639,9672.547,18.206207,9.642731,all_284884.0_20060823.csv,,
1855224.0,450.0,4285116.0,5226541.0,262.4225,0.001226,0.09017086,6688.926,15.332474,-1.270874,all_606232.0_20110824.csv,,
1800792.0,850.0,2824281.0,5031763.0,293.21313,0.0035567654,-0.20886993,1481.3738,1.7284698,3.923149,all_95275.0_20050608.csv,,
1811232.0,775.0,4512357.0,4739596.5,284.1709,0.00574,-0.12013912,2283.8623,-0.1977663,-3.7591095,all_285230.0_20060817.csv,,
1929528.0,100.0,3181374.0,4414966.5,214.23268,1.0233276e-06,-0.00156492,16374.398,6.6461487,-9.522064,all_677392.0_20200214.csv,,
1812000.0,225.0,2532114.0,5291467.0,224.47981,8.7346096e-05,0.019706726,11569.223,28.735336,-8.051498,all_426419.0_20060918.csv,,
1936176.0,850.0,3441078.0,4739596.5,289.62494,0.00248,0.019060135,1529.7603,-0.9733734,6.2238007,all_426073.0_20201117.csv,,
1897536.0,750.0,3635856.0,5616097.0,295.67798,0.00533,-0.0030536652,2627.699,2.6163635,1.528183,all_443707.0_20160621.csv,,
1934784.0,100.0,4122801.0,4447429.5,212.6981,6.0122343e-06,-0.018513799,16501.418,12.936428,5.257019,all_265000.0_20200920.csv,,
1836120.0,750.0,3376152.0,5129152.0,285.6975,0.00394,-0.12285805,2551.7305,1.6503143,-2.6160889,all_426960.0_20090619.csv,,
1794024.0,400.0,3928023.0,4901911.5,249.37378,0.000234,0.084498405,7519.6406,10.709732,3.1981049,all_686197.0_20040830.csv,,
1947792.0,875.0,2986596.0,5551171.0,290.30243,0.0032317708,0.0031223297,1282.7715,4.3314667,-1.4546814,all_555550.0_20220316.csv,,
1944288.0,200.0,3538467.0,5226541.0,213.43376,2.6922047e-05,-0.005343437,12063.395,26.225418,-5.739029,all_759164.0_20211021.csv,,
1934568.0,275.0,4317579.0,4999300.0,232.73917,0.00010120772,0.053790092,10215.957,7.6411743,-8.685806,all_180171.0_20200911.csv,,
1778064.0,975.0,4122801.0,4512355.5,287.4133,0.003799428,-0.12884808,369.29266,-0.15641785,1.9272461,all_893616.0_20021104.csv,,
1802472.0,850.0,4057875.0,4999300.0,293.79834,0.006089728,-0.009568214,1513.7263,2.0703278,0.5216522,all_395783.0_20050817.csv,,
1838088.0,800.0,3635856.0,4414966.5,292.61255,0.001693766,-0.13127041,2002.7515,0.4468994,2.3521423,all_799624.0_20090909.csv,,
1908864.0,225.0,3603393.0,4317577.5,225.59311,5.5217402e-05,0.15359306,11409.961,32.02159,-9.940872,all_298190.0_20171006.csv,,
1785744.0,775.0,3928023.0,5421319.0,282.91327,0.00549,-0.07715416,2277.0505,7.7184143,1.1946259,all_833197.0_20030920.csv,,
1899744.0,875.0,4285116.0,4934374.5,287.13745,0.004155906,0.029197693,1270.3958,-2.504486,-1.4552002,all_785566.0_20160921.csv,,
1794984.0,650.0,3506004.0,4252651.5,274.8427,0.001553,-0.17053223,3708.1333,9.087021,14.61972,all_974927.0_20041009.csv,,
1830480.0,300.0,4479894.0,4350040.5,231.54686,7.44e-05,-0.011332512,9507.035,11.840622,11.998352,all_956968.0_20081027.csv,,
1828968.0,1000.0,4252653.0,4739596.5,305.187,0.0049897535,-0.1858797,56.75879,6.565193,5.035248,all_694772.0_20080825.csv,,
1946496.0,125.0,4090338.0,4544818.5,216.05284,9.7223e-07,-0.017458618,14773.109,22.959625,-10.159073,all_403008.0_20220121.csv,,
1899456.0,100.0,4187727.0,4707133.5,213.24,6.8079657e-06,-0.009677172,16532.7,16.131432,-6.6744127,all_732246.0_20160909.csv,,
1881192.0,950.0,3992949.0,4674670.5,303.78198,0.007685348,0.04691124,547.4546,-0.34986877,1.511734,all_551217.0_20140810.csv,,
1908216.0,950.0,3960486.0,4220188.5,289.62573,0.010812346,-0.085357666,558.4855,1.6749268,-2.0516815,all_186751.0_20170909.csv,,
1793256.0,150.0,2597040.0,4739596.5,207.70872,1.550328e-05,0.02137661,14234.18,3.187561,-4.76355,all_550110.0_20040729.csv,,
1914024.0,250.0,3311226.0,5583634.0,224.19116,6.71e-05,0.09571266,10788.871,14.352371,-21.41478,all_337438.0_20180509.csv,,
1846680.0,150.0,3830634.0,5194078.0,211.71858,2.3383682e-05,0.04853916,14002.77,34.554993,-16.12828,all_694697.0_20100902.csv,,
1873800.0,200.0,4577283.0,4350040.5,212.14113,2.2e-05,-0.05058384,12165.258,26.951965,3.929123,all_808760.0_20131006.csv,,
1945056.0,825.0,3863097.0,5226541.0,275.18875,0.00266,-0.042571068,1843.0083,5.6340027,1.555603,all_833445.0_20211122.csv,,
1802568.0,600.0,3928023.0,5064226.0,274.29047,0.002501,0.010811806,4459.8887,2.9486237,1.3965302,all_395236.0_20050821.csv,,
1890072.0,275.0,4479894.0,4999300.0,231.22356,0.00011713158,-0.06552887,10167.32,17.679642,35.069748,all_505685.0_20150815.csv,,
1777104.0,825.0,4512357.0,4577281.5,283.44336,0.00488,0.094581604,1757.1663,1.102478,-2.455719,all_713760.0_20020925.csv,,
1828968.0,850.0,3895560.0,5031763.0,304.24878,0.00307,-0.1491003,1472.7891,-1.3270569,2.3530731,all_694852.0_20080825.csv,,
1895832.0,225.0,4155264.0,5096689.0,212.52806,1.77e-05,0.036354065,11118.23,5.9667816,-17.587036,all_256985.0_20160411.csv,,
1898928.0,900.0,4447431.0,4414966.5,289.78027,0.009506448,0.16483784,1055.4604,-0.2704773,-1.0245972,all_667760.0_20160818.csv,,
1774392.0,450.0,3992949.0,4772059.5,252.27519,0.000594,0.068567276,6528.0273,10.024063,-5.2516785,all_281691.0_20020604.csv,,
1907400.0,1000.0,4285116.0,5096689.0,303.3396,0.012760699,0.021806717,74.5813,0.46163464,-1.6526852,all_64723.0_20170806.csv,,
1951224.0,300.0,3992949.0,4544818.5,239.60948,0.0002166,0.049793243,9615.531,22.442902,18.331451,all_853518.0_20220806.csv,,
1933344.0,975.0,4025412.0,5778412.0,305.05615,0.013152673,-0.11079073,280.66513,-2.949936,0.77804565,all_1072979.0_20200722.csv,,
1785600.0,800.0,3570930.0,6135505.0,279.91895,0.0039218236,-0.041713715,2045.2866,1.7518158,-7.7059326,all_833245.0_20030914.csv,,
1812240.0,975.0,4317579.0,4804522.5,299.21094,0.005832029,-0.09571403,376.6314,2.1195984,-1.1367645,all_426442.0_20060928.csv,,
1812264.0,775.0,3960486.0,4674670.5,288.85406,0.0014395689,0.029291153,2329.8325,4.346863,-3.8355713,all_426573.0_20060929.csv,,
1776936.0,850.0,4220190.0,4642207.5,282.98096,0.0060533322,-0.22785473,1483.5769,6.714554,1.6392517,all_713823.0_20020918.csv,,
1801248.0,100.0,3213837.0,5031763.0,213.04337,7.3265164e-06,0.06830937,16560.848,11.871134,7.7963715,all_131029.0_20050627.csv,,
1941216.0,900.0,2889207.0,5226541.0,309.51733,0.00401,-0.07808876,988.43555,-1.9020996,-1.0139923,all_362693.0_20210615.csv,,
1914384.0,650.0,2661966.0,5908264.0,279.3844,0.006692,-1.249712,3782.898,3.9182892,6.594208,all_360459.0_20180524.csv,,
1786128.0,725.0,3246300.0,6167968.0,279.86758,0.0044575576,0.044322968,2838.0664,1.8352661,-4.4545135,all_894161.0_20031006.csv,,
1899432.0,1000.0,4220190.0,4901911.5,297.19873,0.007871907,-0.02853781,139.83347,3.7682629,-0.13633728,all_732247.0_20160908.csv,,
1794792.0,1000.0,3051522.0,6038116.0,301.21143,0.01157825,0.32688975,46.365997,4.2416687,10.693893,all_917691.0_20041001.csv,,
1960632.0,500.0,4252653.0,4674670.5,263.68683,0.001423,0.1391058,5748.5,-8.813446,2.9900055,all_596329.0_20230902.csv,,
1852344.0,900.0,3376152.0,4350040.5,281.79144,0.0050178817,0.014110565,1043.156,8.188873,-0.18241882,all_251848.0_20110426.csv,,
1846512.0,600.0,3700782.0,5616097.0,276.58258,0.00099,-0.08020306,4491.579,6.9263,1.0349274,all_618798.0_20100826.csv,,
1944504.0,300.0,3473541.0,5064226.0,235.62427,0.0001008,0.011281967,9490.59,14.203415,1.8211212,all_759215.0_20211030.csv,,
1933008.0,900.0,4220190.0,4804522.5,289.4856,0.006177827,-0.07569313,1012.43945,8.10498,3.3790588,all_1016638.0_20200708.csv,,
1881504.0,225.0,4544820.0,5194078.0,218.66498,4.6768047e-05,0.04872513,11268.258,9.479889,15.697784,all_603893.0_20140823.csv,,
1801392.0,100.0,3992949.0,5908264.0,214.9291,7.794214e-06,0.02486217,16489.785,16.174057,1.0333366,all_184783.0_20050703.csv,,
1829112.0,500.0,4382505.0,4739596.5,255.78227,0.00038800001,-0.369483,5619.5703,16.23706,14.816666,all_694408.0_20080831.csv,,
1863024.0,300.0,4025412.0,4447429.5,233.85194,0.00010802802,0.093800545,9550.082,12.112732,15.323654,all_485190.0_20120714.csv,,
1812336.0,150.0,3863097.0,5259004.0,215.02466,2.8120001e-05,0.025265276,13882.379,17.544388,2.6611938,all_489687.0_20061002.csv,,
1885464.0,950.0,3148911.0,5875801.0,292.98608,0.0045233537,0.08345127,534.9571,2.617813,3.7708282,all_1061919.0_20150204.csv,,
1819896.0,800.0,3668319.0,4739596.5,298.1831,0.00113,0.102565765,2043.1274,4.744171,2.5465546,all_649349.0_20070813.csv,,
1820496.0,650.0,2726892.0,4772059.5,279.8382,0.003999,0.057237625,3792.2678,2.2605133,3.8706818,all_798158.0_20070907.csv,,
1827696.0,275.0,4155264.0,5388856.0,230.75575,0.0001671508,-0.0798254,10159.977,13.4713745,-8.061264,all_494271.0_20080703.csv,,
1776216.0,975.0,3635856.0,5616097.0,307.3296,0.005283826,-0.06258774,240.09937,6.761917,-0.026519775,all_566714.0_20020819.csv,,
1821792.0,600.0,4025412.0,4934374.5,262.4149,0.000287,0.14795208,4306.272,6.3341827,-8.835739,all_976154.0_20071031.csv,,
1838184.0,400.0,4285116.0,4836985.5,254.4185,0.000449,-0.07292366,7539.4336,-3.7520142,5.7766113,all_799656.0_20090913.csv,,
1908144.0,300.0,3116448.0,4414966.5,241.58842,0.000121423356,-0.10120773,9669.754,-13.279129,18.283646,all_186855.0_20170906.csv,,
1899600.0,700.0,4220190.0,4869448.5,273.81854,0.00154,0.21814823,3131.4404,0.7349701,-3.889968,all_785598.0_20160915.csv,,
1899768.0,275.0,3928023.0,6103042.0,232.41725,9.154107e-05,0.062408447,10216.5,21.743423,4.354355,all_785843.0_20160922.csv,,
1895736.0,700.0,4025412.0,4674670.5,277.5171,0.00099,0.14221,3178.3552,3.881012,-6.8944855,all_254511.0_20160407.csv,,
1933728.0,100.0,3473541.0,4966837.0,209.81473,1.3148516e-05,0.006026864,16639.066,8.745206,7.6255074,all_68795.0_20200807.csv,,
1899336.0,600.0,3960486.0,4447429.5,264.73608,0.000565,-0.5956669,4282.2314,5.3605347,1.9637604,all_732336.0_20160904.csv,,
