time,level,y,x,air,shum,omega,hgt,uwnd,vwnd
1837392.0,500.0,4057875.0,4544818.5,262.73865,0.000949,-0.22189808,5846.426,12.27005,6.758072
1865496.0,650.0,3278763.0,4739596.5,265.05634,0.001693,0.15384579,3652.53,11.554855,-3.5574493
1907952.0,975.0,3051522.0,6070579.0,303.66675,0.009242868,-0.0463953,337.7885,-5.532074,-1.6242676
1923384.0,175.0,2726892.0,5356393.0,216.24533,2.4533572e-05,-0.026220322,13053.422,24.235596,25.5596
1940160.0,300.0,4057875.0,5453782.0,229.03424,0.000143,-0.08211136,9316.148,21.95317,21.463913
1960056.0,1000.0,4382505.0,5129152.0,301.0996,0.011796252,-0.30140215,83.50566,2.0015259,2.1157532
1909392.0,975.0,4285116.0,4577281.5,289.71863,0.0054914067,-0.030084014,413.5332,0.13825989,-3.6067352
1959792.0,500.0,3343689.0,6103042.0,266.81458,0.002769185,0.1985302,5976.078,4.7176666,-4.7760315
1944504.0,650.0,3538467.0,4934374.5,274.99326,0.001071,0.041960716,3714.3474,6.2013245,0.5397949
1906776.0,800.0,4350042.0,5551171.0,294.56763,0.0043599997,0.38558292,1992.5305,9.193466,-3.1039429
1895712.0,550.0,3538467.0,4350040.5,265.74228,0.001182,0.17267609,5111.422,3.7554016,-4.193619
1864584.0,925.0,4220190.0,4999300.0,294.89355,0.005063239,0.030815125,819.72,5.25148,-2.2592926
1863984.0,500.0,3116448.0,6265357.0,266.64673,0.000586,0.029363632,5887.3125,3.1569824,-4.897339
1830864.0,100.0,3506004.0,5453782.0,213.50212,1.4257747e-06,0.038011014,16179.426,9.616562,-6.541992
1890264.0,600.0,4350042.0,5129152.0,268.64658,0.00032300001,0.106461525,4376.1504,3.9319763,-5.881607
1890048.0,450.0,4090338.0,4447429.5,256.70966,0.000567,0.048394203,6647.6094,0.43476868,27.926208
1856448.0,725.0,4350042.0,4836985.5,269.25403,0.00132,0.011939049,2771.6882,6.446594,-0.5811157
1934448.0,925.0,4479894.0,4836985.5,300.32275,0.007980938,0.113801956,809.35864,4.274185,-0.6736603
1786824.0,925.0,4317579.0,4804522.5,271.71136,0.0022531538,-0.15647602,791.41284,4.48967,1.5880737
1847184.0,275.0,3830634.0,5031763.0,229.60762,7.66e-05,-0.10991573,9894.535,9.899353,16.035233
1864248.0,825.0,3083985.0,4901911.5,298.14917,0.00276,-0.0843277,1773.6509,1.7310028,2.1449585
1873608.0,925.0,3148911.0,5745949.0,290.1001,0.009743714,0.3432207,719.83545,10.83606,3.3194427
1860744.0,100.0,3928023.0,4544818.5,217.31488,1.8060085e-06,0.004668057,16144.5,8.092676,13.981094
1847088.0,775.0,3863097.0,5226541.0,293.07532,0.00242,-0.23790646,2293.693,6.4276733,2.8655548
1916880.0,700.0,4187727.0,4739596.5,279.03763,0.00104,0.059547424,3133.876,5.3246,1.9239044
1795056.0,975.0,4252653.0,4804522.5,290.4475,0.0058369827,0.07907885,401.01846,2.0862427,-0.7383423
1936248.0,450.0,3376152.0,4285114.5,252.31078,0.001031,-0.2623453,6521.785,23.837402,1.3365936
1811832.0,900.0,3895560.0,5031763.0,297.31494,0.004640362,0.018562317,1019.5073,6.534836,-1.2191925
1793232.0,775.0,3960486.0,5161615.0,292.64087,0.0051943418,0.20753479,2283.191,4.425125,-5.3666534
1872144.0,400.0,3246300.0,4901911.5,254.6526,0.0007,0.2443695,7568.203,9.238281,8.695618
1773360.0,275.0,4544820.0,6005653.0,219.93834,4.4200002e-05,0.053385735,9551.586,7.7600403,-2.2155304
1801944.0,900.0,4252653.0,4772059.5,295.87598,0.002719449,-0.36823177,1067.794,1.8964691,-3.3879852
1949688.0,450.0,3441078.0,5616097.0,255.3516,0.000584,-0.053393364,6594.961,11.552399,0.94036865
1810656.0,650.0,3668319.0,4901911.5,284.9685,0.0064153196,-0.4670906,3837.4734,1.7092743,-1.2283325
1897272.0,875.0,3830634.0,5031763.0,300.09814,0.0052080057,-0.09068966,1210.1467,7.449707,-2.1474762
1925208.0,775.0,2726892.0,6265357.0,294.48145,0.00928,-0.11872959,2302.6753,1.7253418,6.7908783
1906008.0,600.0,2791818.0,5486245.0,275.6452,0.003873,0.5386934,4432.1865,5.1452026,-3.695221
1856712.0,600.0,3960486.0,5259004.0,263.77136,0.002054,-0.46872044,4282.701,13.628311,3.935089
1898904.0,800.0,3538467.0,6038116.0,294.615,0.0065863193,-0.16426182,2074.9556,-0.44700623,4.0103607
1934952.0,825.0,4414968.0,4739596.5,278.43982,0.0045,0.051091194,1747.6069,7.39209,3.7236023
1844472.0,800.0,3603393.0,4479892.5,284.42676,0.00554,0.21011925,1990.5115,9.341965,1.7962494
1864248.0,175.0,4220190.0,5031763.0,221.89508,3.5995505e-05,-0.012210846,12964.016,23.730515,8.804123
1960752.0,975.0,4122801.0,4414966.5,295.07422,0.008769054,-0.074193,329.71292,3.616928,-0.057510376
1777272.0,700.0,4187727.0,4739596.5,265.37756,0.001648,0.2194109,3086.617,-2.155304,-6.126709
1949640.0,450.0,3376152.0,5713486.0,251.23587,0.000897,-0.7693672,6523.785,15.275864,15.996689
1819152.0,900.0,4057875.0,4609744.5,304.0254,0.0044328608,-0.07372475,1003.2058,-0.20541382,-0.6268158
1776144.0,750.0,4155264.0,5583634.0,282.3069,0.00527,-0.13444042,2532.4622,1.4388275,-0.46572876
1785192.0,450.0,4220190.0,4674670.5,254.61795,0.00056,-0.037664413,6580.3594,22.674911,2.6389465
1898928.0,700.0,4285116.0,4674670.5,283.10046,0.0027231637,0.09590244,3184.4475,0.6531353,-0.2296753
1855800.0,100.0,4155264.0,4414966.5,217.4528,4.7045064e-06,-0.021711886,16342.074,11.993828,3.2138062
1906896.0,875.0,4057875.0,4966837.0,300.73413,0.0081803715,-0.024374008,1264.4006,6.717087,3.3677368
1906680.0,875.0,4252653.0,5064226.0,301.36084,0.0075475033,0.098142624,1312.592,1.0723877,-0.12683105
1862496.0,100.0,3213837.0,4382503.5,206.56252,1.1553371e-05,0.0030351281,16622.633,14.440229,11.46257
1811592.0,500.0,4479894.0,4739596.5,260.45093,0.000531,0.29784966,5754.7695,6.209503,-19.94838
1812312.0,400.0,4512357.0,4707133.5,243.81833,0.0003298721,-0.12574673,7311.8633,17.057404,5.036972
1776576.0,450.0,3506004.0,4252651.5,259.89005,0.000813,0.10556126,6682.0273,-0.6580963,2.8439026
1846080.0,500.0,3278763.0,4707133.5,262.69473,0.000432,-0.019938469,5812.0234,0.3842163,5.302246
1890912.0,500.0,3863097.0,5161615.0,259.9845,0.001085,0.03968811,5761.289,14.154373,-0.6441498
1785576.0,975.0,3213837.0,5518708.0,300.9192,0.0109745925,0.01562661,254.89569,4.6730957,-6.1436768
1785456.0,750.0,4025412.0,5259004.0,289.7481,0.00463,-0.19378948,2532.9067,3.911026,3.9801912
1783992.0,725.0,2759355.0,5421319.0,294.90552,0.0035682204,0.15368271,2892.5823,4.15242,-4.0096436
1947480.0,275.0,2629503.0,6362745.5,230.40338,0.0001366,-0.14317417,10069.25,39.301453,0.79725647
1936248.0,750.0,3343689.0,4512355.5,276.2417,0.00048,0.017749786,2573.6055,2.67659,2.1390533
1821624.0,725.0,4414968.0,4609744.5,281.98355,0.00421,-0.16549492,2887.9954,4.9638977,8.03447
1916040.0,300.0,4447431.0,4707133.5,235.18224,7.6e-05,-0.02828598,9599.023,26.681747,12.787186
1811304.0,250.0,3733245.0,4317577.5,223.51517,5.8352038e-05,-0.010910034,10764.164,7.572983,2.391327
1915656.0,300.0,3148911.0,4544818.5,241.22115,0.00022499671,0.015746117,9781.594,7.497467,1.1942596
1816080.0,200.0,3506004.0,4317577.5,208.73442,1.3200001e-05,0.0077679753,11977.426,17.321655,8.146393
1916832.0,250.0,3700782.0,6200431.0,228.50233,0.00014950878,-0.03433323,10859.258,17.324493,21.825256
1855632.0,200.0,3051522.0,4609744.5,222.87999,4.22e-05,0.0039844513,12234.871,15.517044,-7.795456
1952376.0,925.0,4252653.0,4804522.5,291.76855,0.005755283,-0.08383274,787.5161,10.974289,3.6511536
1916592.0,725.0,3895560.0,4252651.5,281.75098,0.00378,0.1368599,2880.5916,3.9253845,5.9829407
1847136.0,350.0,4285116.0,4934374.5,237.3823,0.000107,0.04430008,8241.461,24.210938,3.7247467
1805736.0,500.0,2986596.0,6200431.0,260.1581,0.0011906623,0.27626133,5653.328,25.458054,-12.376724
1917216.0,150.0,4187727.0,4934374.5,218.70323,1.557509e-05,-0.00014305115,13909.258,32.487503,18.846252
1864536.0,200.0,4414968.0,4577281.5,218.85374,4.1750547e-05,-0.05704689,12115.824,21.429214,9.108459
1941504.0,650.0,3830634.0,4317577.5,281.77808,0.0019912764,-0.087898254,3812.8806,-2.024353,-1.4921875
1879920.0,1000.0,2597040.0,5291467.0,309.0652,0.011324667,-0.002019763,49.268814,8.948181,1.3100281
1943184.0,1000.0,3506004.0,4317577.5,308.0161,0.0039871135,0.05397284,87.15355,0.33329773,1.8780823
1890600.0,725.0,4577283.0,4772059.5,270.7013,0.00388,-0.18218994,2774.1194,7.1448517,-5.817322
1960944.0,775.0,3798171.0,4317577.5,290.66528,0.0028,-0.013031006,2312.5457,-3.11026,0.11781311
1895616.0,975.0,3700782.0,5226541.0,287.50635,0.0039047715,0.07179451,399.95337,-1.6511383,-2.1227112
1906896.0,750.0,3603393.0,5096689.0,296.61206,0.004268382,-0.050994873,2627.8462,4.500904,-1.5047455
1899912.0,725.0,3083985.0,6070579.0,284.32828,0.00403,0.11294079,2876.1348,2.135147,-3.320404
1907784.0,850.0,4155264.0,5031763.0,294.10303,0.005920333,0.040628433,1539.4104,0.08375549,-1.8886566
1819512.0,500.0,4382505.0,5064226.0,264.72327,0.000951,0.026026726,5865.84,7.4550056,0.77085876
1946760.0,400.0,4025412.0,4577281.5,241.43817,0.000152,0.07758236,7112.3555,29.917496,-10.439224
1943448.0,150.0,4155264.0,4966837.0,214.49669,2.5446263e-05,0.060539424,13921.598,42.128662,3.479126
1895688.0,950.0,4025412.0,4414966.5,280.75415,0.004490021,-0.17006779,657.53546,6.8624573,-0.4972229
1960128.0,750.0,4220190.0,6038116.0,281.5498,0.0063378136,0.0971117,2552.931,8.287338,-6.5122375
1786224.0,150.0,3895560.0,5259004.0,213.18909,9.255496e-06,0.032058716,13954.293,31.677261,20.851044
1800792.0,175.0,2726892.0,4739596.5,211.03749,2.2880002e-05,-0.016316414,13058.707,30.127945,10.647888
1837488.0,550.0,4155264.0,4512355.5,259.9403,0.000749,0.0839777,4992.5547,6.4494476,-7.1017914
1909296.0,975.0,4187727.0,4804522.5,287.81647,0.004773055,0.03259754,526.6432,2.3342743,0.8124237
1803096.0,775.0,4252653.0,4836985.5,275.91455,0.00407,0.010134697,2257.662,5.017868,-0.99687195
1803744.0,950.0,4187727.0,4836985.5,287.24615,0.0059034615,-0.0048532486,512.9167,4.6158752,-0.29019165
1845744.0,725.0,3278763.0,4544818.5,292.4807,0.00553,-0.011720657,2882.9612,0.19868469,1.1614227
1927584.0,400.0,3278763.0,4382503.5,246.65216,0.0002931357,0.099923134,7439.625,3.426361,-13.503616
1952544.0,450.0,3830634.0,4966837.0,253.1558,0.000802,-0.3034792,6555.324,24.107615,6.37912
1899024.0,900.0,3668319.0,5226541.0,304.15088,0.0050590965,-0.05147171,959.301,6.3926544,-1.3017273
1856520.0,175.0,4382505.0,4836985.5,220.50851,8.356193e-06,0.054237366,12729.465,19.697815,-15.153152
1921392.0,275.0,2921670.0,5973190.0,227.11049,0.000121900004,-0.27930927,10012.117,37.877808,33.164474
1909296.0,550.0,4252653.0,4772059.5,265.2551,0.001832,0.15730476,5175.1094,14.635544,-14.548676
1820520.0,100.0,4350042.0,4869448.5,213.57518,2.7601147e-06,-0.012583375,16448.855,20.04897,-2.6417084
1800024.0,1000.0,2694429.0,4674670.5,288.57666,0.008444202,-0.054485798,141.175,5.3521576,-1.7289886
1803792.0,300.0,4317579.0,4836985.5,232.08992,0.000207,-0.017288208,9431.828,16.694153,17.169327
1933776.0,100.0,3992949.0,5064226.0,215.69223,1.4232071e-05,0.025763392,16600.18,8.956879,1.5131607
1812240.0,100.0,4155264.0,4739596.5,209.25345,9.710175e-06,0.013640583,16490.945,6.019066,-7.119995
1808016.0,725.0,3863097.0,4512355.5,270.39368,0.00247,-0.17040539,2657.8474,-5.0227966,3.8157806
1777152.0,300.0,4025412.0,4285114.5,233.61043,0.000225,-0.009682655,9450.992,16.343292,-11.867218
1819272.0,450.0,4317579.0,5908264.0,260.7553,0.0023702837,0.011386871,6692.297,14.552963,-2.1579285
1939800.0,275.0,3798171.0,5259004.0,224.40916,6.03e-05,0.12548447,9690.016,-11.752335,-13.415253
1855224.0,225.0,2954133.0,6167968.0,226.08083,4.6827154e-05,0.011834145,11752.195,9.630432,0.16093445
1852224.0,125.0,4187727.0,4739596.5,220.63127,1.401e-07,-0.017486334,14632.754,20.815584,4.8897247
1935864.0,450.0,3603393.0,5713486.0,253.62206,0.001231,-0.15631771,6605.875,7.866287,6.668045
1844712.0,550.0,2954133.0,5778412.0,270.92365,0.002014,-0.28940678,5113.1562,11.361084,9.687546
1873632.0,500.0,3635856.0,4739596.5,261.38428,0.001187,0.21004677,5767.1055,18.057709,-0.37251282
1820472.0,825.0,3765708.0,5031763.0,289.0005,0.005616052,0.052770615,1736.5066,3.265854,-2.4675903
1785816.0,450.0,3863097.0,4901911.5,258.49683,9e-05,-0.023275375,6660.3438,12.158905,-6.679947
1786320.0,725.0,3863097.0,4934374.5,273.66833,0.00055,0.19201756,2877.4138,2.74617,-1.2539368
1810368.0,400.0,4025412.0,4479892.5,250.57571,0.000484,0.044239998,7468.4727,10.071274,20.317596
1937520.0,500.0,3895560.0,4479892.5,256.7212,0.001016,0.11974144,5697.1953,19.603882,10.899963
1792032.0,800.0,2661966.0,4901911.5,293.12085,0.0023346683,0.0936327,1970.3401,5.717972,2.0072327
1819416.0,775.0,4350042.0,4836985.5,289.6765,0.0077617574,-0.053310394,2303.9146,4.0827637,-1.8409576
1939608.0,600.0,4285116.0,4869448.5,253.89516,0.000631,0.5179014,4184.506,8.019821,-12.206757
1958760.0,875.0,2791818.0,4772059.5,298.0642,0.0045910846,0.15236092,1223.186,1.8356934,2.2506561
1962048.0,200.0,3895560.0,4220188.5,210.31195,1.7042867e-05,-0.110990524,12073.293,5.5472107,3.5300903
1858200.0,150.0,2597040.0,4836985.5,211.14992,1.4331362e-05,-0.030631065,13817.73,15.633265,-7.384842
1961016.0,925.0,3538467.0,5843338.0,304.12378,0.005152843,0.029782295,757.13184,0.13381958,0.5528717
1810800.0,825.0,2791818.0,4674670.5,288.48364,0.011604938,-0.22663307,1780.3594,7.417389,-0.9683075
1830048.0,875.0,3603393.0,4252651.5,291.76263,0.0023755776,0.08991051,1264.9529,1.2187805,-0.87127686
1960536.0,350.0,4220190.0,4966837.0,242.9852,0.000125,0.076581955,8561.133,7.011215,0.31263733
1818288.0,600.0,3992949.0,5356393.0,266.1858,0.003465,-0.7040615,4137.637,0.7817993,-8.674576
1957320.0,500.0,4220190.0,4901911.5,250.17772,0.000726,-0.4409256,5568.508,20.175125,20.190384
1821072.0,1000.0,4285116.0,5810875.0,292.36426,0.0032172329,-0.00595206,135.31435,2.9159546,3.2773285
1836072.0,450.0,2694429.0,4804522.5,257.6267,0.00041100002,-0.12198925,6574.1445,11.639542,12.679718
1802088.0,150.0,3570930.0,4999300.0,210.79768,1.5613172e-05,0.021031082,14242.57,9.63327,12.24556
1936320.0,125.0,3928023.0,4350040.5,215.0318,7.232746e-07,-0.029245436,14748.555,21.041857,-3.4465942
1951680.0,175.0,2986596.0,5973190.0,214.85658,2.7202259e-05,0.013944685,13323.16,18.991714,-8.67363
1785600.0,125.0,3668319.0,6167968.0,215.22754,1.7616409e-05,0.052174747,15104.418,17.817444,15.460754
1886256.0,600.0,3246300.0,6232894.0,263.66052,0.001224,-0.12899971,4274.0176,4.194046,-2.6893158
1934808.0,925.0,4447431.0,4739596.5,294.1101,0.0059060035,-0.085258484,784.75806,0.52879333,4.6509247
1871352.0,725.0,2726892.0,5096689.0,287.99,0.0013088139,0.058218956,2877.9846,4.3557434,5.0282135
1784208.0,925.0,3343689.0,4285114.5,304.25488,0.006544403,-0.21015644,784.66626,2.639679,-2.1127777
1809120.0,925.0,3051522.0,4447429.5,294.60986,0.006526047,0.043997765,759.5039,1.5289612,2.9934692
1829928.0,825.0,3473541.0,4609744.5,293.1326,0.00257,0.0962162,1657.2263,0.06535339,3.3917847
1803072.0,925.0,4220190.0,4869448.5,286.88867,0.004324366,0.07462883,755.6865,1.1399536,0.19984436
1951584.0,150.0,3343689.0,4707133.5,211.40671,2.367226e-05,0.0039735436,14181.988,10.504318,3.9184418
1793712.0,925.0,4090338.0,6167968.0,295.79053,0.008354108,0.09198952,817.7561,0.07725525,-4.3660736
1880832.0,500.0,4577283.0,4674670.5,259.2604,0.001103,0.22158909,5754.422,13.090744,1.1309814
1915944.0,225.0,4382505.0,4674670.5,219.70453,5.2900003e-05,-0.020392418,11447.996,22.264221,3.2020416
1951320.0,925.0,3506004.0,5194078.0,308.63452,0.0061891116,-0.08063316,763.7849,0.93395996,-0.063752174
1931952.0,550.0,4350042.0,4642207.5,263.12402,0.001153,0.0041151047,5000.9375,7.9308624,-7.4828644
1934976.0,925.0,4285116.0,4836985.5,289.04395,0.0045676613,-0.07808304,908.55884,3.8700562,0.10180664
1952424.0,900.0,4252653.0,4966837.0,293.83276,0.0057772677,0.0090761185,1087.544,2.0432587,-0.26263428
1904112.0,150.0,2824281.0,6297820.0,211.1361,1.309734e-05,0.058443606,14017.043,19.981781,-8.068893
1900008.0,900.0,4187727.0,4382503.5,280.29932,0.0054099998,-0.05901146,1020.37305,3.6859436,8.662827
1820184.0,900.0,3992949.0,4966837.0,295.9287,0.0054949457,-0.02814579,993.1926,3.8108826,1.1407013
1861728.0,300.0,3116448.0,5518708.0,233.71654,0.00012296722,0.035188675,9588.531,13.906677,-9.192581
1801032.0,100.0,2856744.0,5486245.0,202.98239,8.340001e-06,0.030879378,16597.664,10.44635,-0.8409977
1773408.0,500.0,4479894.0,5973190.0,249.37132,0.00076,-0.6036663,5452.2305,19.520447,20.750244
1828392.0,700.0,3830634.0,5194078.0,288.20898,0.00356,-0.22874165,3160.924,4.573242,2.794159
1810704.0,100.0,3441078.0,4512355.5,207.02998,1.3005784e-05,-0.037584007,16755.21,-3.0209045,3.8522806
1897968.0,700.0,3538467.0,5810875.0,288.07812,0.00477,0.18623734,3184.5637,-0.119262695,1.1698151
1861488.0,700.0,3278763.0,4966837.0,283.4643,0.00071,-0.27234936,3098.0623,3.8301706,1.0498047
1952304.0,725.0,4317579.0,4707133.5,278.73407,0.00284,0.15828323,2802.1895,6.6851654,-0.06071472
1861944.0,600.0,2791818.0,5064226.0,274.48932,0.000291,0.0647583,4414.6133,8.517593,5.860031
1944600.0,600.0,3148911.0,4512355.5,271.8802,0.003773,0.1476469,4400.9805,6.095764,-4.060211
1829712.0,975.0,3798171.0,5031763.0,304.85864,0.0018768703,0.12995434,283.3553,0.5645447,3.9002075
1863504.0,100.0,4122801.0,4544818.5,213.95308,9.644534e-06,0.034957707,16633.723,7.556366,-3.0556946
1864512.0,500.0,4414968.0,4707133.5,260.79077,0.000364,0.12313557,5889.84,9.794128,4.3486633
1803624.0,925.0,3506004.0,4252651.5,285.58276,0.00432041,0.030939102,804.5205,6.065277,-0.7992096
1785768.0,550.0,4155264.0,4577281.5,267.9478,0.002129,0.19025707,5088.4297,11.468231,-8.9687195
1917768.0,825.0,4252653.0,4674670.5,277.12128,0.002251686,0.19881725,1765.48,3.591629,0.99391174
1819728.0,775.0,3765708.0,4999300.0,294.87695,0.0029291469,-0.03524685,2253.906,4.925522,2.182785
1829688.0,600.0,4187727.0,4577281.5,267.99677,0.00102,0.1318922,4326.621,14.757568,0.2504425
1847064.0,200.0,4285116.0,4836985.5,212.59544,2.4061444e-05,0.038412094,12091.508,31.311523,10.947571
1951056.0,100.0,4187727.0,6005653.0,213.62263,8.624047e-06,0.0051033497,16680.121,5.3638306,-10.469254
1784712.0,875.0,4122801.0,4285114.5,283.66382,0.005165144,0.24192524,1268.1882,1.9867554,6.4958916
1830240.0,550.0,3213837.0,6070579.0,265.23828,0.000578,0.1536293,5096.9414,13.811406,-3.563614
1820712.0,725.0,4090338.0,4901911.5,282.11188,0.00398,-0.12502289,2837.4216,0.8484802,2.1867828
1803144.0,925.0,3895560.0,5226541.0,292.73315,0.004386088,-0.009026527,787.05176,3.7125244,2.8764343
1803912.0,850.0,3895560.0,5259004.0,292.68365,0.00353,-0.09562683,1427.7383,3.0755463,6.7992096
1934424.0,125.0,3830634.0,4999300.0,205.92229,1.506487e-05,-0.043685317,15439.961,11.533569,-5.220764
1916376.0,875.0,4252653.0,5323930.0,294.65747,0.0072648507,-0.094781876,1237.5461,3.8302155,-1.7068787
1812072.0,775.0,4025412.0,4901911.5,277.333,0.005,-0.4417839,2256.111,5.030426,-0.6259155
1957248.0,275.0,4317579.0,4869448.5,220.04254,3.8212558e-05,0.038357735,9462.148,14.153427,-0.55093384
1916040.0,400.0,3441078.0,4577281.5,255.76527,0.001412,-0.861886,7685.25,5.107971,8.4201355
1785000.0,750.0,2921670.0,4966837.0,287.84253,0.010574309,-0.296772,2612.7322,-3.2315216,3.6337738
1959720.0,200.0,3246300.0,5681023.0,220.1857,5.0528943e-05,0.071808815,12555.066,7.370178,6.1490173
1845576.0,100.0,2564577.0,4901911.5,199.71385,7.5698135e-06,0.033634365,16748.734,-8.634003,2.5400906
1839936.0,250.0,3798171.0,4512355.5,218.6969,2.6905183e-05,0.10631275,10550.203,-1.4661865,-12.571106
1810728.0,125.0,3765708.0,4869448.5,207.20682,1.3950003e-05,-0.00037449598,15415.891,6.7887726,-4.1872015
1916616.0,300.0,3895560.0,5551171.0,235.60231,8.9970534e-05,-0.09685612,9557.535,24.931335,10.697449
1802568.0,175.0,3700782.0,4934374.5,213.50302,2.6857026e-05,0.03550148,13183.578,5.9346313,-1.1690979
1952616.0,800.0,4057875.0,4382503.5,287.16293,0.0044,-0.08683205,2034.8364,-0.95433044,0.8026428
1802520.0,875.0,4479894.0,4966837.0,289.917,0.00588069,-0.15242767,1234.9243,4.116394,-0.21914864
1785648.0,200.0,3895560.0,4999300.0,215.49763,3.8336286e-05,-0.055067062,12061.219,34.109863,15.667923
1887072.0,975.0,4382505.0,6103042.0,296.70648,0.0032879587,0.022458017,175.73198,3.4858856,7.6532593
1792872.0,350.0,3928023.0,4447429.5,243.41959,0.000412,-0.09860611,8453.656,12.165634,28.637268
1949928.0,450.0,3992949.0,4901911.5,254.9304,0.001693,-1.3324232,6437.9805,20.966568,24.594421
1803192.0,700.0,3895560.0,5129152.0,279.76025,0.00285,0.049067497,3119.3938,5.390854,7.0700684
1783416.0,225.0,2726892.0,4772059.5,223.28418,7.81e-05,-0.100806236,11603.723,21.101334,-10.081345
1915344.0,200.0,3798171.0,4414966.5,221.72133,2.8700002e-05,0.030262947,12300.461,30.338745,-1.0347595
1784016.0,725.0,4025412.0,4479892.5,284.74023,0.0064604655,-0.16283417,2895.463,-0.61509705,4.4744415
1851888.0,750.0,4285116.0,4804522.5,263.49466,0.0014,-0.2535076,2381.3936,9.521027,5.0479584
1784976.0,200.0,4285116.0,5031763.0,219.26889,5.7308145e-05,0.0880394,12405.984,9.15683,7.3404694
1785816.0,400.0,3765708.0,5453782.0,250.07259,0.000154,0.051747322,7513.7266,17.805878,-4.0206604
1838640.0,300.0,3181374.0,6103042.0,234.14828,6.798032e-05,0.24571896,9336.555,55.63652,-6.54245
1776768.0,1000.0,4252653.0,5810875.0,300.93677,0.0056380173,-0.08833605,149.06209,0.931015,1.1898956
1812096.0,125.0,4577283.0,4739596.5,220.96117,2.830001e-06,-0.015719771,14880.887,10.424164,-16.911835
1960800.0,700.0,3506004.0,4869448.5,285.63196,0.0031313607,-0.05386448,3184.286,2.1368103,5.157074
1839024.0,600.0,4122801.0,4285114.5,265.3,0.000549,0.0554142,4269.3496,22.65651,14.893997
1944216.0,1000.0,2889207.0,5778412.0,301.91547,0.0076276334,0.10762364,89.20534,4.5590973,3.4631958
1953000.0,125.0,4512357.0,4382503.5,209.72519,7.184868e-06,-0.0055098534,15160.789,2.1567774,-9.698105
1961184.0,800.0,4252653.0,5810875.0,282.51257,0.00671,-0.08827019,2014.5996,6.7299805,-3.105896
1802976.0,200.0,4122801.0,5064226.0,217.4752,4.05e-05,-0.005449295,12178.82,26.034958,12.751572
