time,level,y,x,air,shum,omega,hgt,uwnd,vwnd,source_file,id1,id2
1849800.0,1000.0,2856744.0,5259004.0,286.90955,0.0060324017,-0.12224758,99.12987,1.9987488,6.1490173,all_10.0_20110110.csv,,
1849800.0,1000.0,2856744.0,5291467.0,286.92517,0.0061224014,-0.0011538267,96.12987,1.7487488,8.617767,all_10.0_20110110.csv,,
1849800.0,1000.0,2889207.0,5161615.0,286.34705,0.0049624015,-0.08318508,102.62987,-1.8293762,4.6177673,all_10.0_20110110.csv,,
1849800.0,1000.0,2889207.0,5194078.0,286.97205,0.0058424016,-0.09490383,101.12987,3.3737488,6.4146423,all_10.0_20110110.csv,,
1849800.0,1000.0,2889207.0,5226541.0,286.20642,0.0061024018,-0.12615383,97.62987,2.0924988,6.5552673,all_10.0_20110110.csv,,
1849800.0,1000.0,2889207.0,5259004.0,286.55017,0.0061224014,-0.0050600767,94.12987,4.576874,6.7896423,all_10.0_20110110.csv,,
1849800.0,1000.0,2889207.0,5291467.0,286.3158,0.0058524017,0.16681492,91.62987,3.2956238,5.5396423,all_10.0_20110110.csv,,
1849800.0,1000.0,2921670.0,5161615.0,286.01892,0.0051424014,-0.06756008,101.12987,3.7174988,5.6646423,all_10.0_20110110.csv,,
1849800.0,1000.0,2921670.0,5194078.0,286.2533,0.0059724017,-0.16912258,97.12987,3.7331238,5.6490173,all_10.0_20110110.csv,,
1849800.0,1000.0,2921670.0,5226541.0,286.2533,0.0061924015,-0.10662258,93.62987,5.701874,6.5865173,all_10.0_20110110.csv,,
1849800.0,1000.0,2921670.0,5259004.0,286.45642,0.0060324017,0.053533673,90.62987,4.467499,4.4146423,all_10.0_20110110.csv,,
1849800.0,1000.0,2921670.0,5291467.0,286.72205,0.0056224014,0.06525242,89.12987,4.483124,4.3990173,all_10.0_20110110.csv,,
1849800.0,975.0,2791818.0,5161615.0,287.1288,0.0037447482,-0.07092953,320.5814,-1.1771545,0.42095947,all_10.0_20110110.csv,,
1849800.0,975.0,2791818.0,5194078.0,286.6757,0.0038847483,-0.11780453,320.0814,-1.7084045,0.5303345,all_10.0_20110110.csv,,
1849800.0,975.0,2791818.0,5226541.0,286.2382,0.004194748,-0.12952328,319.0814,-1.1302795,0.17095947,all_10.0_20110110.csv,,
1849800.0,975.0,2791818.0,5259004.0,285.45694,0.0044047483,-0.10999203,318.0814,-1.1459045,0.42095947,all_10.0_20110110.csv,,
1849800.0,975.0,2791818.0,5291467.0,285.53506,0.0048247483,-0.09046078,317.0814,-0.03652954,2.4678345,all_10.0_20110110.csv,,
1849800.0,975.0,2824281.0,5161615.0,286.3007,0.0040547485,-0.10608578,320.0814,-2.8177795,1.3115845,all_10.0_20110110.csv,,
1849800.0,975.0,2824281.0,5194078.0,285.97256,0.004314748,-0.10217953,321.0814,-2.8177795,1.3115845,all_10.0_20110110.csv,,
1849800.0,975.0,2824281.0,5226541.0,285.0038,0.0044747484,-0.11389828,320.0814,-1.9115295,1.3897095,all_10.0_20110110.csv,,
1849800.0,975.0,2824281.0,5259004.0,284.5038,0.004754748,-0.11780453,318.5814,1.5103455,5.3584595,all_10.0_20110110.csv,,
1849800.0,975.0,2824281.0,5291467.0,284.1757,0.0050247484,-0.17249203,315.5814,1.5259705,5.3428345,all_10.0_20110110.csv,,
1849800.0,975.0,2856744.0,5161615.0,285.3007,0.0043947482,-0.09827328,319.5814,-2.7709045,3.8428345,all_10.0_20110110.csv,,
1849800.0,975.0,2856744.0,5194078.0,285.3788,0.0048947483,-0.09827328,319.0814,-0.75527954,5.6240845,all_10.0_20110110.csv,,
1849800.0,975.0,2856744.0,5226541.0,283.8632,0.004874748,-0.09436703,318.5814,2.1040955,6.5615845,all_10.0_20110110.csv,,
1849800.0,975.0,2856744.0,5259004.0,285.3788,0.005594748,-0.12171078,313.5814,1.9947205,6.1397095,all_10.0_20110110.csv,,
1849800.0,975.0,2856744.0,5291467.0,285.39444,0.0056847483,-0.0006170273,309.5814,1.7447205,8.624084,all_10.0_20110110.csv,,
1849800.0,975.0,2889207.0,5161615.0,284.8163,0.0046047485,-0.08264828,316.0814,-1.8334045,4.6084595,all_10.0_20110110.csv,,
1849800.0,975.0,2889207.0,5194078.0,285.45694,0.005424748,-0.09827328,314.5814,3.3853455,6.4209595,all_10.0_20110110.csv,,
1849800.0,975.0,2889207.0,5226541.0,284.6757,0.0056547485,-0.12561703,311.0814,2.1040955,6.5615845,all_10.0_20110110.csv,,
1849800.0,975.0,2889207.0,5259004.0,285.03506,0.0056847483,-0.0045232773,307.5814,4.5728455,6.7803345,all_10.0_20110110.csv,,
1849800.0,975.0,2889207.0,5291467.0,284.8007,0.005424748,0.17125797,304.5814,3.2915955,5.5459595,all_10.0_20110110.csv,,
1849800.0,975.0,2921670.0,5161615.0,284.4882,0.0047747483,-0.06702328,315.5814,3.7134705,5.6709595,all_10.0_20110110.csv,,
1849800.0,975.0,2921670.0,5194078.0,284.7382,0.005534748,-0.17249203,310.5814,3.7447205,5.6553345,all_10.0_20110110.csv,,
1849800.0,975.0,2921670.0,5226541.0,284.72256,0.0057447483,-0.10999203,307.5814,5.6978455,6.6084595,all_10.0_20110110.csv,,
1849800.0,975.0,2921670.0,5259004.0,284.9257,0.005604748,0.057976723,304.5814,4.4634705,4.4209595,all_10.0_20110110.csv,,
1849800.0,975.0,2921670.0,5291467.0,285.1913,0.0052147484,0.061882973,302.5814,4.4790955,4.4053345,all_10.0_20110110.csv,,
1849800.0,950.0,2791818.0,5161615.0,286.34808,0.00353473,-0.0983696,539.2423,-1.1777191,0.42082214,all_10.0_20110110.csv,,
1849800.0,950.0,2791818.0,5194078.0,285.2387,0.00362473,-0.11790085,538.2423,-1.7245941,0.53019714,all_10.0_20110110.csv,,
1849800.0,950.0,2791818.0,5226541.0,284.8012,0.00391473,-0.1296196,537.2423,-1.1308441,0.17082214,all_10.0_20110110.csv,,
1849800.0,950.0,2791818.0,5259004.0,284.03558,0.0041147303,-0.11008835,536.2423,-1.1308441,0.42082214,all_10.0_20110110.csv,,
1849800.0,950.0,2791818.0,5291467.0,284.09808,0.00450473,-0.0905571,534.2423,-0.021469116,2.4676971,all_10.0_20110110.csv,,
1849800.0,950.0,2824281.0,5161615.0,284.84808,0.0037947302,-0.11008835,538.2423,-2.818344,1.3114471,all_10.0_20110110.csv,,
1849800.0,950.0,2824281.0,5194078.0,284.53558,0.00402473,-0.10227585,538.7423,-2.802719,1.3114471,all_10.0_20110110.csv,,
1849800.0,950.0,2824281.0,5226541.0,283.5512,0.0041747303,-0.11008835,537.7423,-1.9277191,1.3739471,all_10.0_20110110.csv,,
1849800.0,950.0,2824281.0,5259004.0,283.06683,0.00443473,-0.11790085,536.2423,1.4941559,5.358322,all_10.0_20110110.csv,,
1849800.0,950.0,2824281.0,5291467.0,282.7387,0.0046747304,-0.17258835,532.7423,1.5097809,5.342697,all_10.0_20110110.csv,,
1849800.0,950.0,2856744.0,5161615.0,283.8637,0.00410473,-0.0983696,537.2423,-2.771469,3.8270721,all_10.0_20110110.csv,,
1849800.0,950.0,2856744.0,5194078.0,283.94183,0.00456473,-0.0983696,536.7423,-0.7402191,5.608322,all_10.0_20110110.csv,,
1849800.0,950.0,2856744.0,5226541.0,282.4262,0.00453473,-0.09446335,535.7423,2.103531,6.545822,all_10.0_20110110.csv,,
1849800.0,950.0,2856744.0,5259004.0,283.94183,0.0052247304,-0.11790085,530.2423,1.9941559,6.155197,all_10.0_20110110.csv,,
1849800.0,950.0,2856744.0,5291467.0,283.95746,0.00529473,-0.0007133484,526.7423,1.7441559,8.623947,all_10.0_20110110.csv,,
1849800.0,950.0,2889207.0,5161615.0,283.37933,0.00428473,-0.0827446,533.7423,-1.8339691,4.623947,all_10.0_20110110.csv,,
1849800.0,950.0,2889207.0,5194078.0,284.01996,0.00506473,-0.09446335,531.7423,3.384781,6.420822,all_10.0_20110110.csv,,
1849800.0,950.0,2889207.0,5226541.0,283.22308,0.0052747303,-0.12571335,528.2423,2.103531,6.545822,all_10.0_20110110.csv,,
1849800.0,950.0,2889207.0,5259004.0,283.59808,0.00529473,-0.0046195984,524.7423,4.572281,6.780197,all_10.0_20110110.csv,,
1849800.0,950.0,2889207.0,5291467.0,283.34808,0.00505473,0.1672554,521.2423,3.291031,5.545822,all_10.0_20110110.csv,,
1849800.0,950.0,2921670.0,5161615.0,283.03558,0.00444473,-0.0671196,532.2423,3.728531,5.670822,all_10.0_20110110.csv,,
1849800.0,950.0,2921670.0,5194078.0,283.3012,0.00516473,-0.1686821,527.7423,3.744156,5.655197,all_10.0_20110110.csv,,
1849800.0,950.0,2921670.0,5226541.0,283.28558,0.00535473,-0.11008835,523.7423,5.697281,6.592697,all_10.0_20110110.csv,,
1849800.0,950.0,2921670.0,5259004.0,283.4887,0.0052247304,0.05397415,520.7423,4.462906,4.405197,all_10.0_20110110.csv,,
1849800.0,950.0,2921670.0,5291467.0,283.75433,0.00486473,0.0656929,518.7423,4.478531,4.405197,all_10.0_20110110.csv,,
1849800.0,925.0,2791818.0,5161615.0,284.48587,0.0033510267,-0.17750072,763.07104,-1.1787109,0.417984,all_10.0_20110110.csv,,
1849800.0,925.0,2791818.0,5194078.0,283.79837,0.0033810267,-0.118906975,762.07104,-1.7255859,0.527359,all_10.0_20110110.csv,,
1849800.0,925.0,2791818.0,5226541.0,283.34525,0.0036510266,-0.13062572,760.57104,-1.1162109,0.16798401,all_10.0_20110110.csv,,
1849800.0,925.0,2791818.0,5259004.0,282.57962,0.0038310266,-0.111094475,759.57104,-1.1318359,0.417984,all_10.0_20110110.csv,,
1849800.0,925.0,2791818.0,5291467.0,282.64212,0.0042010266,-0.087656975,757.57104,-0.038085938,2.464859,all_10.0_20110110.csv,,
1849800.0,925.0,2824281.0,5161615.0,283.40775,0.0035310267,-0.107188225,761.07104,-2.803711,1.308609,all_10.0_20110110.csv,,
1849800.0,925.0,2824281.0,5194078.0,283.07962,0.0037510267,-0.103281975,762.07104,-2.803711,1.308609,all_10.0_20110110.csv,,
1849800.0,925.0,2824281.0,5226541.0,282.11087,0.0038910266,-0.115000725,760.57104,-1.9287109,1.386734,all_10.0_20110110.csv,,
1849800.0,925.0,2824281.0,5259004.0,281.6265,0.0041310266,-0.118906975,759.07104,1.4931641,5.355484,all_10.0_20110110.csv,,
1849800.0,925.0,2824281.0,5291467.0,281.29837,0.0043610265,-0.17359447,755.57104,1.5087891,5.339859,all_10.0_20110110.csv,,
1849800.0,925.0,2856744.0,5161615.0,282.40775,0.0038210265,-0.095469475,760.07104,-2.772461,3.855484,all_10.0_20110110.csv,,
1849800.0,925.0,2856744.0,5194078.0,282.48587,0.0042610266,-0.099375725,759.07104,-0.74121094,5.621109,all_10.0_20110110.csv,,
1849800.0,925.0,2856744.0,5226541.0,280.97025,0.004221027,-0.095469475,758.07104,2.102539,6.542984,all_10.0_20110110.csv,,
1849800.0,925.0,2856744.0,5259004.0,282.5015,0.0048710266,-0.122813225,753.07104,1.9931641,6.152359,all_10.0_20110110.csv,,
1849800.0,925.0,2856744.0,5291467.0,282.51712,0.0049410267,0.0021867752,749.07104,1.7431641,8.621109,all_10.0_20110110.csv,,
1849800.0,925.0,2889207.0,5161615.0,281.939,0.0040010265,-0.083750725,756.07104,-1.8349609,4.621109,all_10.0_20110110.csv,,
1849800.0,925.0,2889207.0,5194078.0,282.564,0.0047210264,-0.095469475,754.07104,3.368164,6.417984,all_10.0_20110110.csv,,
1849800.0,925.0,2889207.0,5226541.0,281.78275,0.0049110265,-0.12671947,750.57104,2.102539,6.542984,all_10.0_20110110.csv,,
1849800.0,925.0,2889207.0,5259004.0,282.14212,0.0049410267,-0.005625725,746.57104,4.571289,6.777359,all_10.0_20110110.csv,,
1849800.0,925.0,2889207.0,5291467.0,281.89212,0.004711027,0.17015553,743.07104,3.290039,5.542984,all_10.0_20110110.csv,,
1849800.0,925.0,2921670.0,5161615.0,281.59525,0.0041410266,-0.068125725,754.57104,3.711914,5.667984,all_10.0_20110110.csv,,
1849800.0,925.0,2921670.0,5194078.0,281.84525,0.0048110266,-0.17359447,749.57104,3.727539,5.652359,all_10.0_20110110.csv,,
1849800.0,925.0,2921670.0,5226541.0,281.82962,0.0049910266,-0.107188225,746.07104,5.696289,6.589859,all_10.0_20110110.csv,,
1849800.0,925.0,2921670.0,5259004.0,282.03275,0.0048710266,0.056874275,742.57104,4.461914,4.433609,all_10.0_20110110.csv,,
1849800.0,925.0,2921670.0,5291467.0,282.29837,0.004531027,0.064686775,740.07104,4.477539,4.417984,all_10.0_20110110.csv,,
1849800.0,900.0,2791818.0,5161615.0,282.82678,0.00317,-0.24361897,991.2036,-1.1898956,0.42007446,all_10.0_20110110.csv,,
1849800.0,900.0,2791818.0,5194078.0,282.95178,0.0031,-0.15768147,990.7036,-1.7211456,0.52944946,all_10.0_20110110.csv,,
1849800.0,900.0,2791818.0,5226541.0,281.9674,0.00339,-0.13424397,989.2036,-1.1273956,0.17007446,all_10.0_20110110.csv,,
1849800.0,900.0,2791818.0,5259004.0,281.07678,0.00356,-0.110806465,987.7036,-1.1430206,0.42007446,all_10.0_20110110.csv,,
1849800.0,900.0,2791818.0,5291467.0,281.13928,0.00389,-0.087368965,985.2036,-0.03364563,2.4669495,all_10.0_20110110.csv,,
1849800.0,900.0,2824281.0,5161615.0,282.63928,0.00321,-0.13033772,989.7036,-2.8148956,1.3106995,all_10.0_20110110.csv,,
1849800.0,900.0,2824281.0,5194078.0,281.7174,0.00348,-0.118618965,989.7036,-2.8148956,1.3106995,all_10.0_20110110.csv,,
1849800.0,900.0,2824281.0,5226541.0,280.60803,0.00361,-0.114712715,988.7036,-1.9242706,1.3731995,all_10.0_20110110.csv,,
1849800.0,900.0,2824281.0,5259004.0,280.12366,0.00383,-0.118618965,986.7036,1.4976044,5.3575745,all_10.0_20110110.csv,,
1849800.0,900.0,2824281.0,5291467.0,279.79553,0.00404,-0.17330647,983.7036,1.5288544,5.3419495,all_10.0_20110110.csv,,
1849800.0,900.0,2856744.0,5161615.0,281.07678,0.00353,-0.095181465,988.2036,-2.7680206,3.8263245,all_10.0_20110110.csv,,
1849800.0,900.0,2856744.0,5194078.0,280.98303,0.00395,-0.099087715,987.2036,-0.75239563,5.6075745,all_10.0_20110110.csv,,
1849800.0,900.0,2856744.0,5226541.0,279.4674,0.00392,-0.095181465,986.2036,2.0913544,6.5450745,all_10.0_20110110.csv,,
1849800.0,900.0,2856744.0,5259004.0,280.99866,0.00452,-0.122525215,980.2036,1.9976044,6.1544495,all_10.0_20110110.csv,,
1849800.0,900.0,2856744.0,5291467.0,281.01428,0.00459,-0.0014314651,976.7036,1.7476044,8.623199,all_10.0_20110110.csv,,
1849800.0,900.0,2889207.0,5161615.0,280.43616,0.00371,-0.083462715,983.7036,-1.8305206,4.6231995,all_10.0_20110110.csv,,
1849800.0,900.0,2889207.0,5194078.0,281.07678,0.00438,-0.095181465,981.7036,3.3726044,6.4200745,all_10.0_20110110.csv,,
1849800.0,900.0,2889207.0,5226541.0,280.29553,0.00456,-0.12643147,977.7036,2.0913544,6.5450745,all_10.0_20110110.csv,,
1849800.0,900.0,2889207.0,5259004.0,280.63928,0.00458,-0.005337715,973.7036,4.5757294,6.7794495,all_10.0_20110110.csv,,
1849800.0,900.0,2889207.0,5291467.0,280.4049,0.00437,0.17044353,970.2036,3.2944794,5.5450745,all_10.0_20110110.csv,,
1849800.0,900.0,2921670.0,5161615.0,280.10803,0.00384,-0.067837715,981.7036,3.7163544,5.6700745,all_10.0_20110110.csv,,
1849800.0,900.0,2921670.0,5194078.0,280.3424,0.00446,-0.17330647,977.2036,3.7319794,5.6544495,all_10.0_20110110.csv,,
1849800.0,900.0,2921670.0,5226541.0,280.3424,0.00463,-0.106900215,973.2036,5.7007294,6.5919495,all_10.0_20110110.csv,,
1849800.0,900.0,2921670.0,5259004.0,280.5299,0.00451,0.057162285,969.7036,4.4663544,4.4200745,all_10.0_20110110.csv,,
1849800.0,900.0,2921670.0,5291467.0,280.79553,0.00421,0.064974785,967.2036,4.4819794,4.4200745,all_10.0_20110110.csv,,
1849800.0,875.0,2791818.0,5161615.0,280.63235,0.00316,-0.27742672,1223.8601,-1.5176544,0.9005432,all_10.0_20110110.csv,,
1849800.0,875.0,2791818.0,5194078.0,280.88235,0.00303,-0.26570797,1223.3601,-1.7207794,0.5411682,all_10.0_20110110.csv,,
1849800.0,875.0,2791818.0,5226541.0,280.83548,0.00303,-0.15242672,1222.3601,-1.1270294,0.16616821,all_10.0_20110110.csv,,
1849800.0,875.0,2791818.0,5259004.0,279.9761,0.0032,-0.10945797,1220.8601,-1.1426544,0.4317932,all_10.0_20110110.csv,,
1849800.0,875.0,2791818.0,5291467.0,279.58548,0.0036,-0.08992672,1218.8601,-0.03327942,2.4786682,all_10.0_20110110.csv,,
1849800.0,875.0,2824281.0,5161615.0,280.6636,0.00311,-0.26570797,1222.8601,-2.8145294,1.2911682,all_10.0_20110110.csv,,
1849800.0,875.0,2824281.0,5194078.0,280.38235,0.00319,-0.15633297,1222.8601,-2.8145294,1.3067932,all_10.0_20110110.csv,,
1849800.0,875.0,2824281.0,5226541.0,279.3511,0.00326,-0.11336422,1221.8601,-1.9239044,1.3692932,all_10.0_20110110.csv,,
1849800.0,875.0,2824281.0,5259004.0,278.56985,0.00354,-0.11727047,1219.8601,1.4979706,5.353668,all_10.0_20110110.csv,,
1849800.0,875.0,2824281.0,5291467.0,278.24173,0.00373,-0.17195797,1216.8601,1.5292206,5.353668,all_10.0_20110110.csv,,
1849800.0,875.0,2856744.0,5161615.0,279.96048,0.00324,-0.12508297,1220.8601,-2.7676544,3.8380432,all_10.0_20110110.csv,,
1849800.0,875.0,2856744.0,5194078.0,280.00735,0.00359,-0.10164547,1219.8601,-0.7520294,5.619293,all_10.0_20110110.csv,,
1849800.0,875.0,2856744.0,5226541.0,277.89798,0.00361,-0.09773922,1218.8601,2.0917206,6.556793,all_10.0_20110110.csv,,
1849800.0,875.0,2856744.0,5259004.0,279.42923,0.00417,-0.12117672,1213.3601,1.9979706,6.134918,all_10.0_20110110.csv,,
1849800.0,875.0,2856744.0,5291467.0,279.44485,0.00424,-8.2969666e-05,1209.3601,1.7479706,8.634918,all_10.0_20110110.csv,,
1849800.0,875.0,2889207.0,5161615.0,278.88235,0.00343,-0.08211422,1216.3601,-1.8301544,4.619293,all_10.0_20110110.csv,,
1849800.0,875.0,2889207.0,5194078.0,279.50735,0.00405,-0.09383297,1214.3601,3.3729706,6.400543,all_10.0_20110110.csv,,
1849800.0,875.0,2889207.0,5226541.0,278.7261,0.00421,-0.12898922,1210.3601,2.0917206,6.556793,all_10.0_20110110.csv,,
1849800.0,875.0,2889207.0,5259004.0,279.08548,0.00423,-0.00789547,1206.8601,4.5760956,6.775543,all_10.0_20110110.csv,,
1849800.0,875.0,2889207.0,5291467.0,278.83548,0.00404,0.16788578,1202.8601,3.2948456,5.525543,all_10.0_20110110.csv,,
1849800.0,875.0,2921670.0,5161615.0,278.5386,0.00355,-0.06648922,1214.3601,3.7167206,5.666168,all_10.0_20110110.csv,,
1849800.0,875.0,2921670.0,5194078.0,278.7886,0.00412,-0.16805172,1209.3601,3.7323456,5.650543,all_10.0_20110110.csv,,
1849800.0,875.0,2921670.0,5226541.0,278.77298,0.00428,-0.10945797,1205.3601,5.7010956,6.588043,all_10.0_20110110.csv,,
1849800.0,875.0,2921670.0,5259004.0,278.9761,0.00417,0.05460453,1201.8601,4.4667206,4.416168,all_10.0_20110110.csv,,
1849800.0,875.0,2921670.0,5291467.0,279.24173,0.00389,0.06632328,1199.3601,4.4823456,4.400543,all_10.0_20110110.csv,,
1849800.0,850.0,2791818.0,5161615.0,278.39246,0.00322,-0.24150276,1462.0413,-1.5564575,1.3601227,all_10.0_20110110.csv,,
1849800.0,850.0,2791818.0,5194078.0,278.70496,0.00307,-0.2844715,1462.0413,-1.6189575,0.9226227,all_10.0_20110110.csv,,
1849800.0,850.0,2791818.0,5226541.0,279.00183,0.00292,-0.261034,1460.5413,-1.0408325,0.6882477,all_10.0_20110110.csv,,
1849800.0,850.0,2791818.0,5259004.0,278.50183,0.00301,-0.17900276,1459.5413,-1.1502075,0.42262268,all_10.0_20110110.csv,,
1849800.0,850.0,2791818.0,5291467.0,278.07996,0.00331,-0.08915901,1458.0413,-0.04083252,2.4694977,all_10.0_20110110.csv,,
1849800.0,850.0,2824281.0,5161615.0,278.4862,0.00315,-0.31181526,1460.5413,-2.9314575,1.6882477,all_10.0_20110110.csv,,
1849800.0,850.0,2824281.0,5194078.0,278.57996,0.00305,-0.23369026,1461.0413,-2.9314575,1.7038727,all_10.0_20110110.csv,,
1849800.0,850.0,2824281.0,5226541.0,277.87683,0.00306,-0.17900276,1460.0413,-1.9158325,1.3757477,all_10.0_20110110.csv,,
1849800.0,850.0,2824281.0,5259004.0,277.2987,0.00327,-0.12040901,1458.5413,1.5060425,5.3444977,all_10.0_20110110.csv,,
1849800.0,850.0,2824281.0,5291467.0,276.68933,0.00343,-0.17119026,1455.5413,1.5216675,5.3444977,all_10.0_20110110.csv,,
1849800.0,850.0,2856744.0,5161615.0,278.6737,0.00311,-0.20634651,1459.0413,-2.7752075,3.8444977,all_10.0_20110110.csv,,
1849800.0,850.0,2856744.0,5194078.0,278.51746,0.00337,-0.17509651,1458.0413,-0.7595825,5.6257477,all_10.0_20110110.csv,,
1849800.0,850.0,2856744.0,5226541.0,276.75183,0.00335,-0.09697151,1457.5413,2.0997925,6.5476227,all_10.0_20110110.csv,,
1849800.0,850.0,2856744.0,5259004.0,277.93933,0.00385,-0.12040901,1451.5413,1.9904175,6.1569977,all_10.0_20110110.csv,,
1849800.0,850.0,2856744.0,5291467.0,277.84558,0.0039,0.00068473816,1448.0413,1.7560425,8.625748,all_10.0_20110110.csv,,
1849800.0,850.0,2889207.0,5161615.0,278.1737,0.00318,-0.09697151,1454.5413,-1.8377075,4.6257477,all_10.0_20110110.csv,,
1849800.0,850.0,2889207.0,5194078.0,278.09558,0.00373,-0.09697151,1452.0413,3.3810425,6.4069977,all_10.0_20110110.csv,,
1849800.0,850.0,2889207.0,5226541.0,277.14246,0.00388,-0.12431526,1449.0413,2.0997925,6.5476227,all_10.0_20110110.csv,,
1849800.0,850.0,2889207.0,5259004.0,277.47058,0.00389,-0.007127762,1445.0413,4.5841675,6.7663727,all_10.0_20110110.csv,,
1849800.0,850.0,2889207.0,5291467.0,277.22058,0.00372,0.16865349,1441.5413,3.2872925,5.5319977,all_10.0_20110110.csv,,
1849800.0,850.0,2921670.0,5161615.0,277.34558,0.00328,-0.06572151,1452.5413,3.7247925,5.6726227,all_10.0_20110110.csv,,
1849800.0,850.0,2921670.0,5194078.0,277.31433,0.00379,-0.17119026,1447.5413,3.7404175,5.6569977,all_10.0_20110110.csv,,
1849800.0,850.0,2921670.0,5226541.0,277.1737,0.00393,-0.10869026,1443.5413,5.7091675,6.5944977,all_10.0_20110110.csv,,
1849800.0,850.0,2921670.0,5259004.0,277.37683,0.00384,0.05537224,1440.0413,4.4591675,4.4226227,all_10.0_20110110.csv,,
1849800.0,850.0,2921670.0,5291467.0,277.62683,0.00358,0.06318474,1437.5413,4.4747925,4.4069977,all_10.0_20110110.csv,,
1849800.0,825.0,2791818.0,5161615.0,276.1626,0.00319,-0.21565819,1704.6255,-1.2542877,2.0385132,all_10.0_20110110.csv,,
1849800.0,825.0,2791818.0,5194078.0,276.39697,0.00317,-0.26643944,1704.6255,-1.3011627,1.4447632,all_10.0_20110110.csv,,
1849800.0,825.0,2791818.0,5226541.0,276.69385,0.00305,-0.28987694,1703.6255,-0.7230377,1.4135132,all_10.0_20110110.csv,,
1849800.0,825.0,2791818.0,5259004.0,276.83447,0.00299,-0.24300194,1703.1255,-1.1449127,0.42913818,all_10.0_20110110.csv,,
1849800.0,825.0,2791818.0,5291467.0,276.7251,0.00308,-0.10628319,1701.1255,-0.03553772,2.4760132,all_10.0_20110110.csv,,
1849800.0,825.0,2824281.0,5161615.0,276.20947,0.00322,-0.2937832,1703.6255,-2.8167877,2.0697632,all_10.0_20110110.csv,,
1849800.0,825.0,2824281.0,5194078.0,276.2876,0.00316,-0.29768944,1704.1255,-2.8011627,2.0853882,all_10.0_20110110.csv,,
1849800.0,825.0,2824281.0,5226541.0,276.42822,0.00309,-0.24690819,1703.1255,-1.9105377,1.3666382,all_10.0_20110110.csv,,
1849800.0,825.0,2824281.0,5259004.0,276.55322,0.00314,-0.18831444,1701.6255,1.5113373,5.351013,all_10.0_20110110.csv,,
1849800.0,825.0,2824281.0,5291467.0,276.11572,0.00326,-0.18050194,1698.6255,1.5269623,5.351013,all_10.0_20110110.csv,,
1849800.0,825.0,2856744.0,5161615.0,276.45947,0.00315,-0.32893944,1702.1255,-2.4886627,5.147888,all_10.0_20110110.csv,,
1849800.0,825.0,2856744.0,5194078.0,276.6626,0.00333,-0.28206444,1701.1255,-0.7542877,5.616638,all_10.0_20110110.csv,,
1849800.0,825.0,2856744.0,5226541.0,276.33447,0.00326,-0.15315819,1700.1255,2.0894623,6.554138,all_10.0_20110110.csv,,
1849800.0,825.0,2856744.0,5259004.0,276.63135,0.00359,-0.14143944,1694.6255,1.9957123,6.147888,all_10.0_20110110.csv,,
1849800.0,825.0,2856744.0,5291467.0,276.30322,0.0036,-0.00081443787,1690.6255,1.7457123,8.632263,all_10.0_20110110.csv,,
1849800.0,825.0,2889207.0,5161615.0,276.9126,0.00308,-0.16487694,1697.6255,-1.8324127,4.616638,all_10.0_20110110.csv,,
1849800.0,825.0,2889207.0,5194078.0,277.17822,0.00346,-0.11800194,1695.6255,3.3863373,6.413513,all_10.0_20110110.csv,,
